AREACD,AnualIncomeBeforeIncome,AnualIncomeAfterHousing
E02006749,28.895,27.713
E02006750,35.44,30.998
E02006751,33.802,32.189
E02006752,42.335,37.898
E02006753,37.334,37.886
E02006754,37.865,37.633
E02006755,39.649,39.83
E02006756,38.88,37.844
E02006757,37.875,37.07
E02006758,36.261,34.781
E02006759,34.242,32.173
E02006760,34.611,34.007
E02006761,32.435,26.389
E02006762,35.079,33.66
E02006763,36.102,35.313
E02006764,33.757,31.274
E02006765,36.511,37.023
E02006766,40.632,37.752
E02006767,36.047,32.916
E02006768,31.237,31.65
E02006769,33.528,34.111
E02006770,30.89,27.757
E02006771,32.823,31.881
E02006772,32.031,31.307
E02006773,31.775,29.821
E02006774,32.566,28.692
E02006775,29.125,25.564
E02006776,33.651,31.965
E02006777,35.006,34.367
E02006778,32.133,33.255
E02006779,32.342,30.222
E02006780,29.145,29.958
E02001827,44.649,36.785
E02001828,39.63,36.596
E02001829,44.618,37.48
E02001830,45.48,43.436
E02001831,35.284,32.675
E02001832,41.905,37.801
E02001833,34.069,34.826
E02001834,29.671,26.665
E02001835,47.18,35.867
E02001836,38.798,37.634
E02001837,27.726,24.864
E02001838,39.952,37.258
E02001839,31.661,28.696
E02001840,28.322,24.824
E02001841,44.127,41.663
E02001842,33.01,31.518
E02001843,31.529,30.015
E02001844,39.816,34.648
E02001845,33.21,30.674
E02001846,31.299,27.084
E02001847,34.116,35.577
E02001848,30.065,27.522
E02001849,31.342,26.395
E02001850,30.681,30.025
E02001851,32.546,29.636
E02001852,30.896,25.998
E02001855,29,25.609
E02001856,30.295,25.113
E02001857,30.573,23.69
E02001858,31.97,25.681
E02001859,24.465,20.043
E02001860,25.255,23.542
E02001861,25.425,22.082
E02001862,26.894,24.166
E02001863,23.544,20.36
E02001865,24.798,21.86
E02001866,23.735,21.592
E02001867,25.063,20.816
E02001868,25.959,25.882
E02001869,27.6,22.229
E02001870,24.56,21.852
E02001871,29.534,25.644
E02001872,29.608,26.808
E02001873,27.31,23.238
E02001874,21.787,18.878
E02001875,28.255,23.057
E02001876,33.755,27.207
E02001877,21.689,18.768
E02001878,24.306,20.208
E02001879,27.11,22.43
E02001880,28.352,25.29
E02001881,23.518,20.816
E02001882,25.495,25.042
E02001883,29.162,24.575
E02001884,21.928,18.974
E02001886,32.93,30.334
E02001888,28.507,27.07
E02001889,22.37,19.693
E02001890,42.055,26.763
E02001892,25.305,22.932
E02001893,29.312,27.679
E02001895,29.438,26.241
E02001896,21.666,18.823
E02001897,23.572,18.375
E02001898,31.253,32.201
E02001899,43.199,37.158
E02001900,36.594,26.49
E02001901,55.405,39.882
E02001902,32.252,30.571
E02001903,21.548,19.687
E02001904,27.76,24.036
E02001905,52.843,30.63
E02001906,33.84,31.347
E02001907,32.574,30.292
E02001908,20.788,18.967
E02001909,22.752,20.569
E02001910,23.539,20.856
E02001911,30.091,26.225
E02001913,34.942,26.959
E02001914,35.467,29.184
E02001915,31.053,27.411
E02001916,27.016,23.409
E02001918,40.238,29.037
E02001919,33.816,25.704
E02001920,29.652,26.761
E02001921,34.009,28.701
E02001922,22.608,29.719
E02001923,28.814,25.002
E02001924,30.479,28.745
E02001925,39.305,30.156
E02001926,38.517,30.585
E02001927,31.385,27.293
E02001928,31.284,26.984
E02001929,29.192,25.614
E02001930,41.797,35.427
E02001931,34.132,30.567
E02001932,31.058,26.879
E02001933,34.204,30.22
E02001934,32.064,31.54
E02001935,36.093,31.128
E02001936,38.319,37.985
E02001937,29.315,25.853
E02001938,42.323,35.047
E02001939,36.235,30.174
E02001941,29.863,26.615
E02001942,36.224,31.646
E02001943,33.047,30.156
E02001944,35.305,30.383
E02001945,29.309,27.439
E02001946,36.213,34.153
E02001947,28.093,23.709
E02001948,32.886,32.48
E02001949,34.761,30.128
E02001950,34.825,31.689
E02001951,30.228,25.556
E02001952,28.671,24.541
E02001953,34.97,35.621
E02001954,29.078,25.145
E02001955,34.775,28.456
E02001956,35.044,31.156
E02001957,34.249,32.145
E02006807,34.075,35.553
E02006809,31.204,33.619
E02006895,41.859,27.402
E02006896,37.601,27.291
E02006897,34.482,25.189
E02006898,48.835,29.848
E02006899,63.351,32.11
E02006900,22.824,19.332
E02007038,29.899,26.213
E02007039,22.661,19.489
E02007040,23.758,21.448
E02001958,31.679,28.022
E02001959,31.536,34.028
E02001961,29.41,24.884
E02001962,29.198,27.348
E02001963,32.8,30.594
E02001964,30.601,25.496
E02001965,33.711,31.367
E02001966,27.209,22.386
E02001967,36.816,37.665
E02001968,30.657,26.883
E02001969,30.444,28.422
E02001970,32.86,31.853
E02001971,34.172,31.268
E02001972,26.703,22.944
E02001973,30.289,25.095
E02001974,37.461,36.954
E02001975,33.833,32.366
E02001976,33.475,28.976
E02001977,31.387,24.708
E02001978,30.83,33.127
E02001979,37.845,34.012
E02001980,38.486,38.115
E02001981,27.375,21.759
E02001982,39.747,34.021
E02001983,34.52,35.091
E02001984,34.081,33.671
E02001985,26.266,24.201
E02001986,31.948,26.459
E02001987,35.527,27.781
E02001988,32.622,25.186
E02001989,34.183,33.994
E02001990,36.767,34.906
E02001991,44.561,37.298
E02001992,31.729,26.627
E02001993,32.045,29.075
E02001994,34.038,31.69
E02001995,35.683,28.657
E02001996,29.425,24.625
E02001997,40.691,37.382
E02001998,40.693,37.166
E02001999,38.653,35.15
E02006805,29.425,27.391
E02002000,28.916,28.404
E02002001,30.49,27.741
E02002002,33.385,36.496
E02002003,29.405,29.402
E02002004,29.911,28.006
E02002005,28.157,26.519
E02002006,29.917,27.762
E02002007,30.399,31.705
E02002008,35.42,34.322
E02002009,26.977,23.906
E02002010,29.455,25.128
E02002011,34.866,34.687
E02002012,28.557,26.061
E02002013,34.217,36.093
E02002014,27.62,28.066
E02002015,32.198,31.867
E02002016,27.339,26.565
E02002017,27.937,27.1
E02002018,35.063,35.439
E02002019,26.221,26.218
E02002020,33.803,33.852
E02002021,28.143,24.569
E02002022,30.852,28.616
E02002023,31.352,30.559
E02002024,30.224,31.023
E02002025,31.264,30.525
E02002026,31.119,30.929
E02002027,35.417,34.365
E02002028,35.785,33.974
E02002029,33.574,35.635
E02002030,29.923,28.83
E02002031,27.995,26.887
E02002032,29.773,28.886
E02002033,32.67,31.6
E02002034,35.052,32.83
E02002035,38.004,38.036
E02002036,26.449,25.36
E02002037,34.377,32.069
E02002038,31.083,30.446
E02002039,39.073,35.406
E02002040,38.306,38.944
E02002041,35.536,36.196
E02002042,35.284,36.169
E02002043,28.505,27.866
E02002044,30.758,27.691
E02002045,28.898,27.294
E02002046,25.485,24.345
E02002047,27.47,27.362
E02002048,34.309,35.448
E02002049,28.781,27.2
E02002051,26.743,25.412
E02002052,28.705,27.939
E02002053,33.125,31.196
E02002054,32.443,33.079
E02002055,27.708,27.156
E02002056,26.798,25.915
E02002057,27.451,25.659
E02002058,28.866,27.001
E02002059,27.799,26.398
E02002060,26.227,25.206
E02002061,25.441,23.555
E02002062,27.882,25.101
E02002063,29.098,29.142
E02002064,30.063,28.013
E02002065,24.836,25.226
E02002066,26.26,25.604
E02002067,30.827,29.782
E02002069,29.427,27.171
E02002070,26.693,25.831
E02002071,27.772,27.31
E02002072,30.521,32.075
E02002073,26.92,26.566
E02002074,30.521,28.617
E02002075,30.205,27.028
E02002076,36.801,33.516
E02002077,28.439,28.298
E02002078,34.085,34.892
E02002079,30.5,28.644
E02002080,31.252,29.327
E02006810,30.844,30.374
E02006943,26.363,23.934
E02006944,27.146,24.076
E02002081,32.002,33.42
E02002082,29.117,25.745
E02002083,32.474,35.311
E02002084,30.202,27.64
E02002085,30.819,27.359
E02002086,28.968,24.515
E02002087,30.163,26.291
E02002088,28.625,26.486
E02002089,33.426,33.577
E02002090,34.011,33.585
E02002091,33.889,32.719
E02002092,34.323,31.944
E02002093,37.04,30.959
E02002094,42.733,38.586
E02002095,37.921,33.78
E02002096,41.856,35.19
E02002097,39.493,37.478
E02002098,38.545,35.688
E02002099,48.888,36.526
E02002101,35.037,34.412
E02002102,39.869,34.873
E02002103,36.852,38.225
E02002104,51.562,44.332
E02002105,45.09,41.071
E02002106,46.368,41.683
E02002107,45.106,42.396
E02002108,48.541,42.198
E02002109,44.14,38.413
E02006808,36.858,34.979
E02002110,31.047,29.618
E02002111,29.132,26.629
E02002112,31.205,31.219
E02002113,31.041,28.29
E02002114,32.35,32.448
E02002115,29.016,27.331
E02002116,33.634,35.494
E02002117,30.283,29.527
E02002118,29.016,24.792
E02002119,31.55,30.199
E02002120,30.163,29.264
E02002121,27.418,24.667
E02002122,27.402,26.102
E02002123,29.788,29.003
E02002124,32.84,28.54
E02002125,30.969,28.747
E02002126,26.303,23.091
E02002127,26.394,26.201
E02002128,28.647,29.118
E02002129,28.253,30.439
E02002130,26.892,24.792
E02002131,38.925,36.179
E02002132,28.455,26.216
E02002133,33.01,29.556
E02002134,27.826,26.659
E02002135,26.725,23.62
E02002136,28.824,27.592
E02002137,39.254,38.797
E02002138,31.79,30.811
E02002139,29.121,23.817
E02002140,26.106,23.815
E02002141,37.669,38.022
E02002142,26.71,25.737
E02002143,24.304,20.88
E02002144,36.412,36.473
E02002145,29.93,25.831
E02002146,28.017,27.406
E02002147,28.091,25.968
E02002148,34.349,33.497
E02002149,30.824,28.972
E02002150,31.904,28.301
E02002151,30.764,26.258
E02002152,28.737,27.096
E02002153,30.09,28.358
E02002154,32.679,31.107
E02002155,28.145,25.363
E02002156,31.576,29.896
E02002157,36.611,34.345
E02002158,30.172,28.679
E02002159,27.911,26.002
E02002160,31.244,30.455
E02002161,27.966,25.477
E02002162,38.798,34.986
E02002163,29.26,25.425
E02002164,27.623,22.612
E02002165,32.868,27.082
E02002166,27.499,25.253
E02002167,36.426,30.125
E02002168,29.443,24.497
E02002169,35.731,39.258
E02002170,27.655,26.821
E02002171,26.788,26.323
E02002174,35.323,35.67
E02002175,26.999,25.487
E02002176,33.753,29.731
E02002177,30.591,27.326
E02002178,31.134,36.171
E02002179,37.298,35.303
E02002180,29.583,29.041
E02002181,28.482,25.995
E02002182,28.989,28.016
E02006894,28.778,26.356
E02003237,38.836,37.408
E02003238,40.403,31.392
E02003239,38.386,36.949
E02003240,48.933,38.735
E02003241,38.643,34.437
E02003242,36.12,32.844
E02003243,33.593,28.194
E02003244,31.899,27.664
E02003245,31.565,27.836
E02003246,30.892,25.713
E02003247,35.843,30.788
E02003248,31.519,26.615
E02003249,34.151,28.293
E02003250,34.368,26.983
E02003251,43.464,36.806
E02003252,38.544,31.61
E02003253,37.277,32.211
E02003254,41.896,37.528
E02003255,37.73,34.481
E02003257,32.649,27.01
E02006877,42.177,36.392
E02006878,47.566,36.692
E02003258,39.814,38.029
E02003259,37.146,32.061
E02003260,33.094,29.03
E02003261,38.642,34.414
E02003262,33.333,31.378
E02003263,35.104,31.365
E02003264,41.283,36.533
E02003265,38.345,33.3
E02003266,33.877,29.789
E02003267,30.647,23.937
E02003268,33.404,27.907
E02003269,38.964,34.236
E02003270,35.819,36.331
E02003271,40.592,35.173
E02003272,27.742,22.048
E02003273,37.096,33.003
E02003274,26.676,19.229
E02003276,29.419,23.206
E02003277,31.384,27.137
E02003278,35.341,27.018
E02006937,34.783,26.15
E02006938,26.678,18.752
E02003279,37.79,37.794
E02003280,36.518,34.792
E02003281,36.836,36.615
E02003282,38.296,36.645
E02003283,39.825,37.661
E02003284,37.407,33.615
E02003285,39.711,35.465
E02003286,43.981,47.461
E02003287,39.203,33.964
E02003288,34.7,27.579
E02003289,46.045,42.681
E02003290,44.475,35.232
E02003291,36.31,31.955
E02003292,33.777,25.521
E02003293,37.483,30.387
E02003294,41.523,43.932
E02003295,39.997,34.63
E02003296,37.949,39.004
E02003297,36.124,35.348
E02003298,35.627,35.511
E02003299,40.647,42.07
E02003300,40.478,36.088
E02003301,37.757,32.759
E02003302,35.922,31.195
E02003303,37.361,34.069
E02003304,35.474,34.607
E02003305,39.105,37.11
E02003307,35.278,32.221
E02003308,39.523,36.847
E02003309,37.027,35.752
E02003311,38.388,34.068
E02003312,41.134,27.85
E02003313,35.721,30.126
E02006859,52.217,34.449
E02006926,45.24,39.117
E02007004,49.55,29.342
E02007005,38.431,31.856
E02003616,46.934,41.982
E02003617,44.285,40.212
E02003618,40.959,38.118
E02003619,43.033,38.852
E02003620,39.753,37.113
E02003621,41.141,38.782
E02003622,37.311,31.969
E02003623,50.137,40.39
E02003624,40.094,34.347
E02003625,34.482,31.19
E02003626,43.058,38.96
E02003627,39.21,33.405
E02003628,33.472,29.683
E02003629,35.484,31.019
E02003630,35.362,30.694
E02003631,39.31,33.238
E02003632,37.25,37.265
E02003633,39.139,36.769
E02003635,42.376,39.358
E02007010,43.148,36.752
E02007011,45.952,39.105
E02003599,38.031,33.296
E02003600,37.969,34.381
E02003601,40.944,40.427
E02003602,41.473,38.461
E02003603,39.814,37.335
E02003604,42.4,40.225
E02003605,41.627,41.691
E02003606,40.772,39.104
E02003607,45.236,39.01
E02003608,41.372,39.494
E02003609,42.605,40.747
E02003610,47.915,39.912
E02003611,43.769,43.106
E02003612,44.735,40.727
E02003613,40.492,36.899
E02003614,42.583,40.155
E02003615,43.923,41.905
E02003636,40.954,40.78
E02003637,43.002,38.679
E02003638,40.851,39.925
E02003639,39.452,34.058
E02003640,44.261,39.16
E02003641,45.198,39.172
E02003642,35.777,31.291
E02003643,43.417,36.904
E02003644,38.523,36.389
E02003645,38.838,38.097
E02003646,37.868,35.619
E02003647,37.879,34.35
E02003648,35.997,33.631
E02003649,39.806,38.626
E02003650,39.814,41.164
E02003651,39.644,39.379
E02003719,40.847,34.084
E02003720,43.11,38.215
E02003721,44.126,37.461
E02003722,54.052,43.437
E02003723,62.494,38.575
E02003724,40.305,35.815
E02003725,71.558,41.104
E02003726,47.918,41.983
E02003727,47.163,41.563
E02003728,43.204,42.718
E02003729,43.056,38.812
E02003731,48.697,51.718
E02007086,58.309,42.525
E02007087,61.964,43.469
E02003732,37.169,37.045
E02003733,38.064,37.288
E02003734,43.327,40.396
E02003735,43.95,38.31
E02003736,39.246,36.572
E02003737,38.182,35.37
E02003738,38.847,38.468
E02003739,42.012,40.33
E02003740,44.657,41.643
E02006825,40.521,39.94
E02003742,33.593,33.868
E02003743,32.462,29.317
E02003744,32.772,31.295
E02003745,34.083,32.169
E02003746,34.871,33.414
E02003747,36.471,34.766
E02003748,33.128,31.305
E02003749,36.327,35.862
E02003750,34.757,34.139
E02003751,35.452,36.38
E02003752,35.182,33.799
E02003753,38.498,34.648
E02003754,42.944,37.428
E02003755,36.938,35.804
E02003756,40.766,38.479
E02003757,42.262,37.802
E02003758,42.933,38.864
E02003759,43.066,43.335
E02003760,34.971,29.246
E02003761,39.254,39.102
E02003762,45.719,42.23
E02003763,40.498,36.917
E02003764,45.215,40.26
E02003765,40.964,35.887
E02003766,43.116,37.34
E02003767,43.732,42.715
E02003768,46.118,41.437
E02003769,41.082,40.653
E02003770,45.167,39.143
E02003771,40.118,36.216
E02003772,41.166,38.948
E02003773,37.106,35.432
E02003774,38.183,34.401
E02003775,42.746,37.489
E02003776,42.942,41.212
E02003777,45.808,42.297
E02003778,42.242,41.518
E02003780,45.454,40.755
E02003781,45.651,43.488
E02003784,45.958,43.237
E02003785,46.172,41.537
E02003786,52.004,48.631
E02003787,41.895,39.675
E02003788,54.925,43.508
E02003789,42.436,39.278
E02003790,46.239,41.122
E02003791,45.849,41.885
E02003792,44.253,40.475
E02003793,42.377,40.68
E02006873,56.701,36.726
E02006874,47.19,38.763
E02007085,46.818,43.003
E02004424,49.405,43.908
E02004425,45.455,41.426
E02004426,46.859,40.449
E02004427,45.398,42.261
E02004428,37.972,36.874
E02004429,37.799,38.075
E02004430,39.485,39.295
E02004431,39.597,35.387
E02004432,40.44,40.727
E02004433,36.658,34.567
E02004434,35.69,31.868
E02004435,36.349,32.714
E02004436,30.503,27.882
E02004437,36.427,34.818
E02004438,34.221,29.798
E02004439,36.311,29.599
E02004440,37.563,32.539
E02004441,33.339,31.065
E02004442,33.333,28.292
E02004443,40.845,38.896
E02004444,42.758,40.266
E02004445,35.2,31.872
E02004446,37.541,36.965
E02004447,38.801,40.902
E02004448,37.729,36.41
E02004449,34.891,32.336
E02004450,40.195,40.419
E02004451,39.264,38.755
E02004452,37.319,38.276
E02004453,35.648,32.558
E02004454,37.217,32.946
E02004455,40.541,38.534
E02004456,36.398,34.295
E02004457,37.722,34.957
E02004458,42.553,39.286
E02004459,42.937,38.726
E02004460,37.447,36.722
E02004461,36.411,30.315
E02004462,40.504,35.806
E02004463,41.862,39.708
E02004464,42.678,40.764
E02004465,48.301,42.803
E02004466,42.635,38.338
E02004467,40.608,36.903
E02004468,52.983,47.588
E02004469,45.561,41.226
E02004470,47.301,41.975
E02004471,44.494,36.955
E02004472,46.359,44.66
E02004473,36.419,36.975
E02004474,38.471,38.453
E02004475,37.131,37.079
E02004476,40.074,39.222
E02004477,38.301,41.16
E02004478,38.077,35.02
E02004479,38.743,37.754
E02004480,36.355,32.811
E02004481,33.81,32.948
E02004482,32.938,31.105
E02004483,34.807,34.65
E02004484,34.014,32.993
E02004485,45.067,39.541
E02004486,46.069,44.391
E02004487,39.143,34.923
E02004488,42.539,38.961
E02004489,45.933,39.97
E02004490,36.628,30
E02004491,46.781,39.952
E02004492,46.042,37.974
E02004493,42.955,36.249
E02004495,42.424,36.765
E02004496,46.839,41.308
E02004497,44.253,40.7
E02004498,39.227,34.686
E02004499,40.461,38.292
E02004500,44.085,40.516
E02004501,40.5,38.247
E02004502,41.587,43.47
E02004503,39.058,38.516
E02004504,42.443,36.643
E02004505,36.892,42.276
E02006978,46.811,39.014
E02006979,47.527,38.398
E02004506,43.746,40.099
E02004507,42.501,34.214
E02004508,41.836,38.504
E02004512,43.384,34.839
E02004513,30.828,28.297
E02004514,45.317,37.045
E02004515,41.778,39.478
E02004516,37.17,32.521
E02004517,39.384,36.502
E02004518,46.159,38.1
E02004519,39.758,39.071
E02004520,39.572,33.69
E02004521,35.901,32.073
E02004522,41.562,41.425
E02004523,37.173,32.485
E02004524,40.562,40.4
E02004525,36.467,37.312
E02004526,39.335,38.03
E02006922,38.365,34.739
E02007056,50.409,39.38
E02007057,53.003,40.84
E02004527,39.765,38.762
E02004528,39.092,39.349
E02004529,40.707,42.987
E02004530,39.689,37.029
E02004531,43.235,41.049
E02004532,43.598,41.311
E02004533,35.824,33.714
E02004534,38.496,34.655
E02004535,37.387,36.329
E02004536,42.07,45.127
E02004537,36.737,32.375
E02004538,47.116,42.07
E02004539,40.826,35.849
E02004540,46.848,43.362
E02004541,45.841,44.522
E02004542,44.865,44.448
E02004543,42.128,37.102
E02004544,43.688,38.649
E02004545,34.125,29.834
E02004546,35.246,31.609
E02004547,40.063,33.385
E02004548,42.996,38.812
E02004549,37.325,31.381
E02004550,35.919,29.884
E02004551,36.355,31.049
E02004552,36.465,33.419
E02004553,36.43,32.468
E02004554,37.398,32.714
E02004555,39.4,37.639
E02004556,44.195,41.043
E02004557,37.816,35.539
E02004558,39.5,33.748
E02004559,39.582,37.525
E02004560,36.601,35.098
E02004561,37.976,38.925
E02004562,38.851,35.986
E02004563,36.155,38.533
